"Name","Fulladdress","Street","Municipality","Categories","Plus Code","Phone","Phones","Emails","Review Count","Average Rating","Review URL","Google Maps URL","Google Knowledge URL","Latitude","Longitude","Website","Domain","Opening hours","Featured image","Cid","Place Id","Kgmid"
"Haight Carpet & Interiors","14115 NE 189th St, Woodinville, WA 98072","14115 NE 189th St","Woodinville, WA 98072","Flooring store,Carpet installer,Carpet store,Flooring contractor,Rug store,Tile contractor","","(425) 485-1354","(425) 485-1354, +1 425-485-1354",,149,4.8,"https://search.google.com/local/reviews?placeid=ChIJpXSJ9oAOkFQRj_26X40kDLU&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=13045842410200563087","https://www.googlresult.com/search?kgmid=/g/1td3r5vh&kponly",47.7639121,-122.1514699,"https://www.haightcarpet.com/","haightcarpet.com","Sunday:[Closed], Monday:[9 AM-6 PM], Tuesday:[9 AM-6 PM], Wednesday:[9 AM-6 PM], Thursday:[9 AM-6 PM], Friday:[9 AM-6 PM], Saturday:[10 AM-5 PM]","https://lh5.googleusercontent.com/p/AF1QipPen8S_K0vGfzXhuj_AazTAS1bD1beUDBbwkd-5=w80-h106-k-no","13045842410200563087","ChIJpXSJ9oAOkFQRj_26X40kDLU","/g/1td3r5vh"
"Tenhulzen Residential Design/Build Remodeling","14701 148th Ave NE, Woodinville, WA 98072","14701 148th Ave NE","Woodinville, WA 98072","General contractor,Bathroom remodeler,Contractor,Interior designer,Kitchen remodeler","","(425) 885-9871","(425) 885-9871, +1 425-885-9871",,9,4.9,"https://search.google.com/local/reviews?placeid=ChIJW7qJfv5skFQR_ZkTGLC1pKQ&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=11863807086323538429","https://www.googlresult.com/search?kgmid=/g/1tdy453c&kponly",47.7345997,-122.142518,"http://tenhulzen.com/","tenhulzen.com","Sunday:[Closed], Monday:[7:30 AM-4:30 PM], Tuesday:[7:30 AM-4:30 PM], Wednesday:[7:30 AM-4:30 PM], Thursday:[7:30 AM-4:30 PM], Friday:[7:30 AM-4:30 PM], Saturday:[Closed]","https://lh5.googleusercontent.com/p/AF1QipPp4waqm1OWjL-8xqekQr5dT2nJsOQvvUAKPyzH=w131-h92-k-no","11863807086323538429","ChIJW7qJfv5skFQR_ZkTGLC1pKQ","/g/1tdy453c"
"Dollar Tree","14158 NE Woodinville Duvall Rd, Woodinville, WA 98072","14158 NE Woodinville Duvall Rd","Woodinville, WA 98072","Grocery store,Craft store,Discount store,Dollar store,Home goods store,Kitchen supply store,Party store,School supply store,Toy store,Variety store","","(425) 892-6160","(425) 892-6160, +1 425-892-6160",,221,3.9,"https://search.google.com/local/reviews?placeid=ChIJcQfnlygMkFQR4yi_Q2pUEMo&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=14560230410668681443","https://www.googlresult.com/search?kgmid=/g/11b5ywpzx5&kponly",47.7558146,-122.1508576,"https://www.dollartree.com/locations/wa/woodinville/5276/?utm_source=google&utm_medium=organic&utm_campaign=maps","dollartree.com","Sunday:[9 AM-9 PM], Monday:[9 AM-9 PM], Tuesday:[9 AM-9 PM], Wednesday:[9 AM-9 PM], Thursday:[9 AM-9 PM], Friday:[9 AM-9 PM], Saturday:[9 AM-9 PM]","https://lh5.googleusercontent.com/p/AF1QipM6bZzz_y0V8CRl6Vqs2tHwFaN6bT9X-PaUyJj2=w163-h92-k-no","14560230410668681443","ChIJcQfnlygMkFQR4yi_Q2pUEMo","/g/11b5ywpzx5"
"WILL'S FLOORING HARDWOOD FLOORS","2109 196th St SW #106, Lynnwood, WA 98036","2109 196th St SW #106","Lynnwood, WA 98036","Flooring store,Carpet installer,Carpet store,Carpet wholesaler,Floor refinishing service,Floor sanding and polishing service,Flooring contractor,Wood floor installation service,Wood floor refinishing service","","(425) 350-4435","(425) 350-4435, +1 425-350-4435",,60,4.8,"https://search.google.com/local/reviews?placeid=ChIJvaE04G8FkFQRswvbMErv-4s&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=10086918892352637875","https://www.googlresult.com/search?kgmid=/g/11fk1bmk9n&kponly",47.8210413,-122.26230679999999,"http://www.willsflooring.com/","willsflooring.com","Sunday:[Closed], Monday:[9 AM-5 PM], Tuesday:[9 AM-5 PM], Wednesday:[9 AM-5 PM], Thursday:[9 AM-5 PM], Friday:[9 AM-5 PM], Saturday:[10 AM-3 PM]","https://lh5.googleusercontent.com/p/AF1QipO368Iq59a3RBWxQVz7CI1rhMk4I1Jevy-vBpwx=w117-h92-k-no","10086918892352637875","ChIJvaE04G8FkFQRswvbMErv-4s","/g/11fk1bmk9n"
"Central Co-op","4502 N Pearl St, Tacoma, WA 98407","4502 N Pearl St","Tacoma, WA 98407","Grocery store","","(253) 888-4288","(253) 888-4288, +1 253-888-4288",,407,4.5,"https://search.google.com/local/reviews?placeid=ChIJw2Q10ntVkFQRMdfUxlYt-hc&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=1727743257776281393","https://www.googlresult.com/search?kgmid=/g/11h1kd0px2&kponly",47.2903137,-122.5167336,"https://www.centralcoop.coop/","centralcoop.coop","Sunday:[7:30 AM-9 PM], Monday:[7:30 AM-9 PM], Tuesday:[7:30 AM-9 PM], Wednesday:[7:30 AM-9 PM], Thursday:[7:30 AM-9 PM], Friday:[7:30 AM-9 PM], Saturday:[7:30 AM-9 PM]","https://lh5.googleusercontent.com/p/AF1QipMQQQAmCjq4rmjCISttlyPJTcxawjW2HhmE7Yss=w122-h92-k-no","1727743257776281393","ChIJw2Q10ntVkFQRMdfUxlYt-hc","/g/11h1kd0px2"
"Black Red White","Bartycka 26/43 B, 00-716 Warszawa, Poland","Bartycka 26/43 B","00-716 Warszawa","Furniture store","","+48 22 851 14 59","22 851 14 59, +48 22 851 14 59",,28,3.4,"https://search.google.com/local/reviews?placeid=ChIJT7C7QBHNHkcROj7sfDo-Yr4&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=13718595835848834618","https://www.googlresult.com/search?kgmid=/g/1v3kltyx&kponly",52.214161999999995,21.0536815,"","","Sunday:[Closed], Monday:[10 AM-6 PM], Tuesday:[10 AM-6 PM], Wednesday:[10 AM-6 PM], Thursday:[10 AM-6 PM], Friday:[10 AM-6 PM], Saturday:[10 AM-3 PM]","https://lh5.googleusercontent.com/p/AF1QipMeUsRL41iOLx1YYzL2fcemM_sVmxsEPyTYRm4=w122-h92-k-no","13718595835848834618","ChIJT7C7QBHNHkcROj7sfDo-Yr4","/g/1v3kltyx"
"Marks and Spencer","Dewsbury Rd, Leeds LS11 8LX, United Kingdom","Dewsbury Rd","Leeds","Department store,Children's clothing store,Convenience store,Currency exchange service,Supermarket,Men's clothing store,Wholesale market,Women's clothing store","","+44 113 519 5529","0113 519 5529, +44 113 519 5529",,912,4.1,"https://search.google.com/local/reviews?placeid=ChIJR79_DmheeUgRENdA87UdE_k&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=17947721607308957456","https://www.googlresult.com/search?kgmid=/g/1wg5xj9k&kponly",53.757856999999994,-1.574531,"https://www.marksandspencer.com/stores/leeds-white-rose-1668?extid=local","marksandspencer.com","Sunday:[11 AM-5 PM], Monday:[8 AM-9 PM], Tuesday:[8 AM-9 PM], Wednesday:[8 AM-9 PM], Thursday:[8 AM-9 PM], Friday:[8 AM-9 PM], Saturday:[8 AM-8 PM]","https://lh5.googleusercontent.com/p/AF1QipNzKstHGOQxza3Ve2U5DKn1GmQCzzhnuuQktD5B=w122-h92-k-no","17947721607308957456","ChIJR79_DmheeUgRENdA87UdE_k","/g/1wg5xj9k"
"Marks and Spencer","Ariel Way Westfield Shopping Centre, London W12 7GA, United Kingdom","Ariel Way Westfield Shopping Centre","London","Department store,Children's clothing store,Convenience store,Currency exchange service,Supermarket,Men's clothing store,Wholesale market,Women's clothing store","","+44 20 8266 2200","020 8266 2200, +44 20 8266 2200",,2444,4.3,"https://search.google.com/local/reviews?placeid=ChIJl283f9oPdkgRhwQ7HhKbdh4&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=2195112370508596359","https://www.googlresult.com/search?kgmid=/g/12hkwp_1k&kponly",51.5085273,-0.2201545,"https://www.marksandspencer.com/stores/white-city-4297?extid=local","marksandspencer.com","Sunday:[12-6 PM], Monday:[9 AM-9 PM], Tuesday:[9 AM-9 PM], Wednesday:[9 AM-9 PM], Thursday:[9 AM-9 PM], Friday:[9 AM-9 PM], Saturday:[9 AM-9 PM]","https://lh5.googleusercontent.com/p/AF1QipOYdjqwYIl9dS58euu6y-kVv2cx-remYNNIjthL=w80-h106-k-no","2195112370508596359","ChIJl283f9oPdkgRhwQ7HhKbdh4","/g/12hkwp_1k"
"Marks and Spencer","10 George St, Richmond TW9 1BE, United Kingdom","10 George St","Richmond","Department store,Children's clothing store,Convenience store,Currency exchange service,Men's clothing store,Supermarket,Wholesale market,Women's clothing store","","+44 20 8948 0044","020 8948 0044, +44 20 8948 0044",,749,4.1,"https://search.google.com/local/reviews?placeid=ChIJq6SHcjcMdkgRc0QbiAd-Hfw&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=18166815042695808115","https://www.googlresult.com/search?kgmid=/g/1trqgpq9&kponly",51.4601009,-0.3053973,"https://www.marksandspencer.com/stores/richmond-2817?extid=local","marksandspencer.com","Sunday:[11 AM-5 PM], Monday:[8 AM-7 PM], Tuesday:[8 AM-7 PM], Wednesday:[8 AM-7 PM], Thursday:[8 AM-7 PM], Friday:[8 AM-7 PM], Saturday:[8 AM-7 PM]","https://lh5.googleusercontent.com/p/AF1QipPWdPmeO11LOve5d-kze7-tl0s1IQe0LNTAejud=w122-h92-k-no","18166815042695808115","ChIJq6SHcjcMdkgRc0QbiAd-Hfw","/g/1trqgpq9"
"Marks and Spencer","130 Peascod St, Windsor SL4 1DN, United Kingdom","130 Peascod St","Windsor","Department store,Children's clothing store,Currency exchange service,Men's clothing store,Women's clothing store","","+44 1753 852266","01753 852266, +44 1753 852266",,928,4.2,"https://search.google.com/local/reviews?placeid=ChIJWW1kLeN6dkgR84vo_jLFgqg&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=12142484368159968243","https://www.googlresult.com/search?kgmid=/g/1thq9bt8&kponly",51.482121299999996,-0.6091892,"https://www.marksandspencer.com/stores/windsor-1410?extid=local","marksandspencer.com","Sunday:[11 AM-5 PM], Monday:[8 AM-7 PM], Tuesday:[8 AM-7 PM], Wednesday:[8 AM-7 PM], Thursday:[8 AM-7 PM], Friday:[8 AM-7 PM], Saturday:[8 AM-7 PM]","https://lh5.googleusercontent.com/p/AF1QipNBSgRTRaSyCI8e8QvZQ0TbuWccl4b6_vMWfsMZ=w163-h92-k-no","12142484368159968243","ChIJWW1kLeN6dkgR84vo_jLFgqg","/g/1thq9bt8"
"Marks and Spencer","57 High St, King's Lynn PE30 1AY, United Kingdom","57 High St","King's Lynn","Department store,Children's clothing store,Convenience store,Currency exchange service,Supermarket,Men's clothing store,Wholesale market,Women's clothing store","","+44 1553 760024","01553 760024, +44 1553 760024",,655,4.2,"https://search.google.com/local/reviews?placeid=ChIJV0T0WC2L10cRUqFBBDeIGos&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=10023473690542448978","https://www.googlresult.com/search?kgmid=/g/1tdqyzt_&kponly",52.7553894,0.3954487,"https://www.marksandspencer.com/stores/kings-lynn-1313?extid=local","marksandspencer.com","Sunday:[10 AM-4 PM], Monday:[8 AM-6 PM], Tuesday:[8 AM-6 PM], Wednesday:[8 AM-6 PM], Thursday:[8 AM-6 PM], Friday:[8 AM-6 PM], Saturday:[8 AM-6 PM]","https://lh5.googleusercontent.com/p/AF1QipO9wqivdEWdiT2QMTZn6vV7TLGAwp7aRpatr2nU=w80-h106-k-no","10023473690542448978","ChIJV0T0WC2L10cRUqFBBDeIGos","/g/1tdqyzt_"
"Marks & Spencer","14 Red St, Carmarthen SA31 1RS, United Kingdom","14 Red St","Carmarthen","Department store","","+44 1267 233416","01267 233416, +44 1267 233416",,8,3.9,"https://search.google.com/local/reviews?placeid=ChIJt4eFz9TmbkgRqb2p_aN5asM&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=14081200930169666985","https://www.googlresult.com/search?kgmid=/g/11hbk_bm2b&kponly",51.857509799999995,-4.3077887,"https://www.marksandspencer.com/MSResStoreFinderGlobalBaseCmd?storeId=10151&langId=-24&SAPStoreId=3272&extid=gmb_google_3272_listing","marksandspencer.com","Sunday:[10:30 AM-4:30 PM], Monday:[8 AM-7 PM], Tuesday:[8 AM-7 PM], Wednesday:[8 AM-7 PM], Thursday:[8 AM-7 PM], Friday:[8 AM-7 PM], Saturday:[8 AM-7 PM]","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0QRQBQ7xd6ihbkpv7tOkow&cb_client=search.gws-prod.gps&w=80&h=92&yaw=54.95439&pitch=0&thumbfov=100","14081200930169666985","ChIJt4eFz9TmbkgRqb2p_aN5asM","/g/11hbk_bm2b"
"Marks and Spencer","Shopping Centre, Prince Charles Dr, Brent Cross, London NW4 3FE, United Kingdom","Shopping Centre","Prince Charles Dr","Department store,Children's clothing store,Convenience store,Currency exchange service,Supermarket,Men's clothing store,Wholesale market,Women's clothing store","","+44 20 8202 1122","020 8202 1122, +44 20 8202 1122",,2157,4.2,"https://search.google.com/local/reviews?placeid=ChIJX6xq2-cQdkgRWWajEKsesYw&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=10137917956255082073","https://www.googlresult.com/search?kgmid=/g/1xn_mwfx&kponly",51.576023,-0.22305339999999999,"https://www.marksandspencer.com/stores/brent-cross-shopping-centre-3120?extid=local","marksandspencer.com","Sunday:[12-6 PM], Monday:[9:30 AM-8 PM], Tuesday:[9:30 AM-8 PM], Wednesday:[9:30 AM-8 PM], Thursday:[9:30 AM-8 PM], Friday:[9:30 AM-8 PM], Saturday:[9 AM-8 PM]","https://lh5.googleusercontent.com/p/AF1QipM-pp8cpKt6zk627pTIbP1ry0iw5QgI4WVNyw_F=w82-h92-k-no","10137917956255082073","ChIJX6xq2-cQdkgRWWajEKsesYw","/g/1xn_mwfx"
"Marks and Spencer","85 King's Rd, London SW3 4NX, United Kingdom","85 King's Rd","London","Department store,Children's clothing store,Convenience store,Currency exchange service,Men's clothing store,Supermarket,Wholesale market,Women's clothing store","","+44 20 7376 5634","020 7376 5634, +44 20 7376 5634",,1425,4.2,"https://search.google.com/local/reviews?placeid=ChIJDfOerBQFdkgRD4WSQjSP6bM&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=12964050456980653327","https://www.googlresult.com/search?kgmid=/g/1tgfcv85&kponly",51.488883099999995,-0.1647127,"https://www.marksandspencer.com/stores/kings-rd-2561?extid=local","marksandspencer.com","Sunday:[12-6 PM], Monday:[7:30 AM-9 PM], Tuesday:[7:30 AM-9 PM], Wednesday:[7:30 AM-9 PM], Thursday:[7:30 AM-9 PM], Friday:[7:30 AM-9 PM], Saturday:[7:30 AM-9 PM]","https://lh5.googleusercontent.com/p/AF1QipOz4mBINen1Pz60TRbbhL5-qqcFM67iuXOZV17v=w155-h92-k-no","12964050456980653327","ChIJDfOerBQFdkgRD4WSQjSP6bM","/g/1tgfcv85"
"Marks and Spencer","Newcraighall Road Fort Kinnaird Retail Park, Unit 6, 42 High Street, Edinburgh EH15 3RD, United Kingdom","Newcraighall Road Fort Kinnaird Retail Park, Unit 6","42 High Street","Department store,Children's clothing store,Convenience store,Currency exchange service,Men's clothing store,Supermarket,Wholesale market,Women's clothing store","","+44 131 669 1707","0131 669 1707, +44 131 669 1707",,1118,4.1,"https://search.google.com/local/reviews?placeid=ChIJVXjgSQ-5h0gRx4TOwJW3QJw&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=11259200922239009991","https://www.googlresult.com/search?kgmid=/g/1wc30tnz&kponly",55.935535099999996,-3.1009303,"https://www.marksandspencer.com/stores/edinburgh-fort-kinnaird-5283?extid=local","marksandspencer.com","Sunday:[8 AM-7 PM], Monday:[8 AM-9 PM], Tuesday:[8 AM-9 PM], Wednesday:[8 AM-9 PM], Thursday:[8 AM-9 PM], Friday:[8 AM-9 PM], Saturday:[8 AM-9 PM]","https://lh5.googleusercontent.com/p/AF1QipM4153qDIAeWtnivWiVzsq3PFfqHjDdn3nIR_GI=w80-h106-k-no","11259200922239009991","ChIJVXjgSQ-5h0gRx4TOwJW3QJw","/g/1wc30tnz"
"Marks and Spencer","The Merryhill Centre, Pedmore Rd, Brierley Hill DY5 1QS, United Kingdom","The Merryhill Centre","Pedmore Rd","Department store,Children's clothing store,Convenience store,Currency exchange service,Men's clothing store,Supermarket,Wholesale market,Women's clothing store","","+44 1384 74574","01384 74574, +44 1384 74574",,1662,4.2,"https://search.google.com/local/reviews?placeid=ChIJZQqZVuaQcEgRRLnj7TXqI3Q&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=8368790049929804100","https://www.googlresult.com/search?kgmid=/g/1tdw7h3n&kponly",52.4818712,-2.1128323,"https://www.marksandspencer.com/stores/merryhill-0848?extid=local","marksandspencer.com","Sunday:[11 AM-5 PM], Monday:[8 AM-8 PM], Tuesday:[8 AM-8 PM], Wednesday:[8 AM-8 PM], Thursday:[8 AM-8 PM], Friday:[8 AM-8 PM], Saturday:[8 AM-7 PM]","https://lh5.googleusercontent.com/p/AF1QipM7YhTmhLoKjhwIJiM3vgevzpqA55-d52vPybop=w122-h92-k-no","8368790049929804100","ChIJZQqZVuaQcEgRRLnj7TXqI3Q","/g/1tdw7h3n"
"Marks and Spencer","High Road Bessborough Road 13-21, Ilford IG1 1DE, United Kingdom","High Road Bessborough Road 13-21","Ilford","Department store,Children's clothing store,Convenience store,Currency exchange service,Supermarket,Men's clothing store,Wholesale market,Women's clothing store","","+44 20 8514 3474","020 8514 3474, +44 20 8514 3474",,1300,4,"https://search.google.com/local/reviews?placeid=ChIJs8F3z4qm2EcREbdtHOM6mZ0&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=11356172682500355857","https://www.googlresult.com/search?kgmid=/g/1tflr86v&kponly",51.5591808,0.072342,"https://www.marksandspencer.com/stores/ilford-2956?extid=local","marksandspencer.com","Sunday:[11 AM-5 PM], Monday:[8:30 AM-6:30 PM], Tuesday:[8:30 AM-6:30 PM], Wednesday:[8:30 AM-6:30 PM], Thursday:[8:30 AM-6:30 PM], Friday:[8:30 AM-6:30 PM], Saturday:[8:30 AM-6:30 PM]","https://lh5.googleusercontent.com/p/AF1QipMmPNgsFT7IlwpEzrj4vRVUvOyL15hKoK2XnVdo=w80-h106-k-no","11356172682500355857","ChIJs8F3z4qm2EcREbdtHOM6mZ0","/g/1tflr86v"
"Marks and Spencer","42 High St, Birmingham B4 7SS, United Kingdom","42 High St","Birmingham","Department store,Children's clothing store,Convenience store,Currency exchange service,Supermarket,Men's clothing store,Wholesale market,Women's clothing store","","+44 121 643 4511","0121 643 4511, +44 121 643 4511",,3516,4.1,"https://search.google.com/local/reviews?placeid=ChIJF1s2rYi8cEgRk-v14Xa6Kec&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=16657049716566387603","https://www.googlresult.com/search?kgmid=/g/1w2yyx8w&kponly",52.479352,-1.893951,"https://www.marksandspencer.com/stores/birmingham-2626?extid=local","marksandspencer.com","Sunday:[11 AM-5 PM], Monday:[8 AM-7 PM], Tuesday:[8 AM-7 PM], Wednesday:[8 AM-7 PM], Thursday:[8 AM-7 PM], Friday:[8 AM-7 PM], Saturday:[8 AM-7 PM]","https://lh5.googleusercontent.com/p/AF1QipM1cGeRmupPZeuCNxLuBqQws1LPI8hmE5PUQ1wF=w80-h106-k-no","16657049716566387603","ChIJF1s2rYi8cEgRk-v14Xa6Kec","/g/1w2yyx8w"
"Marks and Spencer","Albert Street Market Place 5, Nottingham NG1 7DB, United Kingdom","Albert Street Market Place 5","Nottingham","Department store,Children's clothing store,Convenience store,Currency exchange service,Men's clothing store,Supermarket,Wholesale market,Women's clothing store","","+44 115 958 0571","0115 958 0571, +44 115 958 0571",,2618,4.2,"https://search.google.com/local/reviews?placeid=ChIJhdtvJ9XDeUgRbz5jLCdhGDQ&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=3753857110289628783","https://www.googlresult.com/search?kgmid=/g/1tgf2rbj&kponly",52.9518238,-1.1485207,"https://www.marksandspencer.com/stores/nottingham-albert-street-0644?extid=local","marksandspencer.com","Sunday:[10:30 AM-4:30 PM], Monday:[8:30 AM-6:30 PM], Tuesday:[8:30 AM-6:30 PM], Wednesday:[8:30 AM-6:30 PM], Thursday:[8:30 AM-6:30 PM], Friday:[8:30 AM-6:30 PM], Saturday:[8:30 AM-6:30 PM]","https://lh5.googleusercontent.com/p/AF1QipOWHl74QZBgsL7ootl70-weZKPEF8XD15toiuSC=w111-h92-k-no","3753857110289628783","ChIJhdtvJ9XDeUgRbz5jLCdhGDQ","/g/1tgf2rbj"
"Marks and Spencer","39 High St, Worcester WR1 2QN, United Kingdom","39 High St","Worcester","Department store,Children's clothing store,Convenience store,Currency exchange service,Men's clothing store,Supermarket,Wholesale market,Women's clothing store","","+44 1905 723603","01905 723603, +44 1905 723603",,1106,4.1,"https://search.google.com/local/reviews?placeid=ChIJ5Xs-KleLe0gR6w3PzfByZ44&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=10261296654557580779","https://www.googlresult.com/search?kgmid=/g/1tct84vt&kponly",52.191678599999996,-2.2200409999999997,"https://www.marksandspencer.com/stores/worcester-0217?extid=local","marksandspencer.com","Sunday:[10:30 AM-4:30 PM], Monday:[8 AM-6 PM], Tuesday:[8 AM-6 PM], Wednesday:[8 AM-6 PM], Thursday:[8 AM-6 PM], Friday:[8 AM-6 PM], Saturday:[8 AM-6 PM]","https://lh5.googleusercontent.com/p/AF1QipOSkQYcxcoGRE8HpW159iKtyXO5dOQVr2eU_ow6=w122-h92-k-no","10261296654557580779","ChIJ5Xs-KleLe0gR6w3PzfByZ44","/g/1tct84vt"
"Marks and Spencer","35 Church St, Liverpool L1 1DF, United Kingdom","35 Church St","Liverpool","Department store,Children's clothing store,Convenience store,Currency exchange service,Men's clothing store,Supermarket,Wholesale market,Women's clothing store","","+44 151 708 8383","0151 708 8383, +44 151 708 8383",,4056,4.2,"https://search.google.com/local/reviews?placeid=ChIJv9FabyUhe0gRa9pL_mmw_nI&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=8286254333692729963","https://www.googlresult.com/search?kgmid=/g/1xgrmgvn&kponly",53.405393999999994,-2.983592,"https://www.marksandspencer.com/stores/liverpool-0437?extid=local","marksandspencer.com","Sunday:[11 AM-5 PM], Monday:[9 AM-8 PM], Tuesday:[9 AM-8 PM], Wednesday:[9 AM-8 PM], Thursday:[9 AM-8 PM], Friday:[8:30 AM-8 PM], Saturday:[8:30 AM-7 PM]","https://lh5.googleusercontent.com/p/AF1QipNaj4F0MdlGKljvPHmnoBhSdyCg7kbHQ9ooLHWf=w80-h106-k-no","8286254333692729963","ChIJv9FabyUhe0gRa9pL_mmw_nI","/g/1xgrmgvn"
"Marks and Spencer","118 High St, Dunfermline KY12 7DP, United Kingdom","118 High St","Dunfermline","Department store,Children's clothing store,Convenience store,Currency exchange service,Men's clothing store,Supermarket,Wholesale market,Women's clothing store","","+44 1383 727363","01383 727363, +44 1383 727363",,592,4.1,"https://search.google.com/local/reviews?placeid=ChIJ-Uo1KCLSh0gRHnFvWSzDKj8&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=4551664968657760542","https://www.googlresult.com/search?kgmid=/g/1tfw2lzr&kponly",56.0717983,-3.4594576,"https://www.marksandspencer.com/stores/dunfermline-3311?extid=local","marksandspencer.com","Sunday:[10 AM-5 PM], Monday:[8:30 AM-6 PM], Tuesday:[8:30 AM-6 PM], Wednesday:[8:30 AM-6 PM], Thursday:[8:30 AM-6 PM], Friday:[8:30 AM-6 PM], Saturday:[8:30 AM-6 PM]","https://lh5.googleusercontent.com/p/AF1QipOmEWwaNzNDxVzRddEgY6K2UAO_ClL9cBG5CLq-=w122-h92-k-no","4551664968657760542","ChIJ-Uo1KCLSh0gRHnFvWSzDKj8","/g/1tfw2lzr"
"Marks and Spencer","Fulham Road Laurence, 1AB, Drogheda, Ireland","Fulham Road Laurence","1AB","Department store,Children's clothing store,Convenience store,Supermarket,Men's clothing store,Wholesale market,Women's clothing store","","+353 41 981 0974","(041) 981 0974, +353 41 981 0974",,339,4.2,"https://search.google.com/local/reviews?placeid=ChIJR8pMKCE6Z0gRIHoGft9vh5A&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=10414415669000305184","https://www.googlresult.com/search?kgmid=/g/1q62d1zpf&kponly",53.7133903,-6.345301,"https://www.marksandspencer.com/MSResStoreFinderGlobalBaseCmd?storeId=10151&langId=-24&SAPStoreId=9836&extid=local","marksandspencer.com","Sunday:[11 AM-6 PM], Monday:[11 AM-6 PM], Tuesday:[9 AM-6 PM], Wednesday:[9 AM-6 PM], Thursday:[9 AM-7 PM], Friday:[9 AM-7 PM], Saturday:[9 AM-7 PM]","https://lh5.googleusercontent.com/p/AF1QipMw1mGJJ8ry2RvB_vPOOekqmeTja4r_KIQKWR67=w163-h92-k-no","10414415669000305184","ChIJR8pMKCE6Z0gRIHoGft9vh5A","/g/1q62d1zpf"
"BT2 Blanchardstown","180-181 The Red Mall The Blanchardstown Centre, Blanchardstown, Dublin, D15 KC59, Ireland","180-181 The Red Mall The Blanchardstown Centre","Blanchardstown","Department store","","+353 1 860 6540","(01) 860 6540, +353 1 860 6540",,303,4.3,"https://search.google.com/local/reviews?placeid=ChIJiURaMe0TZ0gRkGwC-lm49mY&q=Red+and+White+Crew&authuser=0&hl=en&gl=US","https://www.googlresult.com/maps?cid=7419320132725533840","https://www.googlresult.com/search?kgmid=/g/11c30qxlr1&kponly",53.3918706,-6.3878476,"https://www.brownthomas.com/","brownthomas.com","Sunday:[10 AM-6 PM], Monday:[10 AM-6 PM], Tuesday:[9:30 AM-7 PM], Wednesday:[9:30 AM-9 PM], Thursday:[9:30 AM-9 PM], Friday:[9:30 AM-9 PM], Saturday:[9 AM-7 PM]","https://lh5.googleusercontent.com/p/AF1QipOTHT_KoelNDJmxySYmAssyF6tO0A4GMmZCl6g=w80-h142-k-no","7419320132725533840","ChIJiURaMe0TZ0gRkGwC-lm49mY","/g/11c30qxlr1"
